"1","2","2017-01-21 00:20:46","2017-01-21 00:22:47",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2","3","2017-01-21 00:20:46","2017-01-21 00:22:48",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,,
"3","0","2017-01-22 17:47:01","2017-01-22 17:47:03",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"4","1","2017-01-22 17:58:28","2017-01-22 19:07:45",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"5","2","2017-01-22 19:13:08","2017-01-22 19:15:27",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6","3","2017-01-22 19:13:09","2017-01-22 19:15:28",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"7","2","2017-01-22 19:20:55","2017-01-22 19:36:52",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8","3","2017-01-22 19:20:56","2017-01-22 19:36:51",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"9","2","2017-01-22 19:41:42",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"10","3","2017-01-22 19:41:43",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11","2","2017-01-15 00:26:55","2017-01-15 00:27:57",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"12","0","2017-01-15 00:27:45",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"13","3","2017-01-15 00:27:51",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"14","2","2017-01-15 00:27:58",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"15","1","2017-01-15 00:28:06",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"16","2","2017-01-15 16:50:05","2017-01-15 17:59:09",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"To try autonomous vehicle",
"17","3","2017-01-15 16:50:16","2017-01-15 17:59:11",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"To try autonomous vehicle",
"18","1","2017-01-15 16:52:37","2017-01-15 16:52:42",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"19","0","2017-01-15 16:52:41",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"20","1","2017-01-15 16:55:56","2017-01-15 17:49:57",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"To try autonomous vehicle",
"21","2","2016-12-07 22:12:19","2016-12-07 22:16:05","37.3502","-121.939","37.3494","-121.941","0",NULL,NULL,NULL,,
"22","3","2016-12-07 22:12:20","2016-12-07 22:16:06","37.3502","-121.939","37.3494","-121.941","5",NULL,NULL,NULL,"To assist with an injury","Grreat"
"23","0","2016-12-07 23:33:57","2016-12-07 23:47:23","37.3496","-121.941","37.3484","-121.941","5",NULL,NULL,NULL,"To try autonomous vehicle","The info provided by the human![grinning]"
"24","2","2016-12-07 23:33:57","2016-12-07 23:47:23","37.3496","-121.941","37.3484","-121.941","5",NULL,NULL,NULL,"To try autonomous vehicle","Very good tour guide!!! I learned a lot :)"
"25","3","2016-12-07 23:33:58","2016-12-07 23:47:24","37.3496","-121.941","37.3484","-121.941","5",NULL,NULL,NULL,"To try autonomous vehicle","Really awesome idea, performed very well"
"26","3","2017-01-09 18:05:27","2017-01-09 18:17:10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"27","2","2017-01-09 18:05:29","2017-01-09 18:17:14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"28","0","2017-01-09 18:38:28","2017-01-09 18:58:41",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"29","2","2017-01-09 18:38:28","2017-01-09 18:58:41",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"30","0","2017-01-09 19:09:18",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"31","2","2017-01-10 22:13:33","2017-01-10 22:35:37","37.3502","-121.939","37.3501","-121.939",NULL,NULL,NULL,NULL,NULL,NULL
"32","0","2017-01-10 23:34:07","2017-01-10 23:36:11","37.3492","-121.941","37.3501","-121.939","0",NULL,NULL,NULL,,
"33","3","2017-01-11 17:53:26","2017-01-11 17:53:27",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"34","0","2017-01-11 18:34:34","2017-01-11 19:11:21",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"To avoid weather","very smooth"
"35","2","2017-01-11 18:34:35","2017-01-11 19:11:22",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"36","2","2017-01-11 20:16:35","2017-01-11 20:18:17",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"37","0","2017-01-11 20:20:03","2017-01-11 21:21:38",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"38","2","2017-01-11 20:37:52","2017-01-11 20:39:56",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"39","3","2017-01-11 21:21:32",NULL,NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,,
"40","2","2017-01-12 18:29:21","2017-01-12 19:37:20",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"41","3","2017-01-20 19:00:28",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"42","2","2017-01-20 19:01:00","2017-01-20 19:01:01",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"43","3","2017-01-20 19:01:02","2017-01-20 19:04:12",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"To try autonomous vehicle","it was cool! no improvement "
"44","2","2017-01-20 19:01:02","2017-01-20 19:04:12",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"To try autonomous vehicle","it was a smooth ride without any technical difficulties at all really"
"45","0","2017-01-20 19:10:07","2017-01-20 19:12:56",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"To travel faster",
"46","0","2017-01-20 19:36:05","2017-01-20 19:39:12",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"47","0","2017-01-20 19:55:32","2017-01-20 19:59:11",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"To try autonomous vehicle","it wad a nice ride no improvement needed"
"48","2","2017-01-20 21:14:40","2017-01-20 21:17:22",NULL,NULL,NULL,NULL,"4",NULL,NULL,NULL,"To try autonomous vehicle",
"49","0","2017-01-20 21:43:42","2017-01-20 21:47:16",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"To try autonomous vehicle",
"50","2","2017-01-20 21:53:14","2017-01-20 21:55:09",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"51","3","2017-01-29 19:35:58",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"52","2","2017-01-30 18:51:54","2017-01-30 18:55:26",NULL,NULL,NULL,NULL,"4",NULL,NULL,NULL,,"luis "
"53","3","2017-01-30 18:51:54","2017-01-30 18:55:30",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"To try autonomous vehicle","fran
"
"54","0","2017-01-30 18:51:55","2017-01-30 18:55:24",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"55","3","2017-01-30 19:17:44","2017-01-30 19:19:11",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"56","0","2017-01-30 21:18:19","2017-01-30 21:20:04",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,,
"57","2","2017-01-30 21:20:08","2017-01-30 21:45:10",NULL,NULL,NULL,NULL,"4",NULL,NULL,NULL,"To try autonomous vehicle",
"58","0","2017-01-30 21:20:10","2017-01-30 21:45:10",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"59","0","2017-02-02 22:30:31","2017-02-02 22:42:16",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"60","2","2017-02-02 22:56:15","2017-02-02 22:58:50",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"To try autonomous vehicle",
"61","3","2017-01-20 00:27:44","2017-01-20 00:30:50",NULL,NULL,NULL,NULL,"4",NULL,NULL,NULL,"To travel faster","go on whole campus"
"62","0","2017-01-20 00:42:56","2017-01-20 00:47:37",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"63","3","2017-01-20 18:14:37","2017-01-20 18:15:45",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"64","2","2017-01-20 18:22:14","2017-01-20 18:27:02",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"To try autonomous vehicle","nobody died"
"65","3","2017-01-20 18:22:14","2017-01-20 18:27:03",NULL,NULL,NULL,NULL,"4",NULL,NULL,NULL,,
"66","0","2017-01-20 18:33:44","2017-01-20 18:36:30",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"67","3","2017-01-20 18:42:27","2017-01-20 18:42:59",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"68","2","2017-01-20 18:56:15",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"69","2","2017-01-20 18:57:27","2017-01-20 18:58:37",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"To try autonomous vehicle","nothing"
"70","2","2017-01-20 19:00:27",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"71","0","2017-02-08 19:56:51","2017-02-08 20:01:54",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"72","2","2017-02-08 21:13:51",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"73","1","2017-02-08 21:13:52",NULL,NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"To help carry items","it was good but I'm going home now."
"74","3","2017-02-08 21:44:06","2017-02-08 21:48:29",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"75","0","2017-02-08 23:59:46","2017-02-09 00:03:18",NULL,NULL,NULL,NULL,"3",NULL,NULL,NULL,"To try autonomous vehicle",
"76","3","2017-02-09 00:09:08","2017-02-09 00:24:44",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"77","0","2017-02-06 23:49:25","2017-02-06 23:53:53",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"To try autonomous vehicle",
"78","2","2017-02-06 23:49:25","2017-02-06 23:53:51",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"79","0","2017-02-07 00:13:21","2017-02-07 00:15:38",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"To try autonomous vehicle",
"80","2","2017-02-07 17:36:13","2017-02-07 17:39:16",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"81","2","2017-01-25 21:34:29","2017-01-25 21:47:03",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"82","3","2017-01-25 21:34:30","2017-01-25 21:47:04",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"83","0","2017-01-25 23:03:18","2017-01-25 23:14:22",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,,"learning how they work and eric the non driver software gen[grinning]ius
"
"84","0","2017-01-26 01:01:09","2017-01-26 01:05:03",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,,
"85","2","2017-01-26 01:01:10","2017-01-26 01:05:04",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"86","3","2017-01-26 01:01:10","2017-01-26 01:05:04",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"87","3","2017-01-26 18:52:26","2017-01-26 19:07:20",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,,
"88","2","2017-01-26 18:52:27","2017-01-26 19:07:22",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"To try autonomous vehicle","amazing experience!thank you[relaxed]"
"89","2","2017-01-26 21:09:19","2017-01-26 21:16:45",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"To try autonomous vehicle","i enjoyed learning from Eric about these techs!!thanks!!!"
"90","0","2017-01-26 21:26:46","2017-01-26 21:29:27",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,,
"91","0","2017-02-07 19:45:06","2017-02-07 19:50:30",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"92","3","2017-02-07 19:45:07","2017-02-07 19:50:28",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"93","2","2017-02-07 19:45:08","2017-02-07 19:50:29",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,," To see how it works and learn about the project [grin]"
"94","0","2017-02-07 20:12:32","2017-02-07 20:12:35",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"95","0","2017-02-07 21:03:17","2017-02-07 21:03:22",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"96","2","2017-02-07 21:14:03","2017-02-07 21:32:25",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"97","3","2017-02-07 21:14:04","2017-02-07 21:32:25",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,,
"98","0","2017-02-07 22:52:38","2017-02-07 22:54:11",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"To travel faster",
"99","2","2017-02-06 19:36:46","2017-02-06 19:39:43",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"To try autonomous vehicle",
"100","2","2017-02-06 19:44:52","2017-02-06 19:46:23",NULL,NULL,NULL,NULL,"4",NULL,NULL,NULL,"To try autonomous vehicle",
"101","0","2017-01-27 00:39:51","2017-01-27 00:44:00",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"To try autonomous vehicle",
"102","0","2017-01-27 17:35:44",NULL,NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,,
"103","3","2017-01-27 17:35:45",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"104","0","2017-01-27 17:44:13","2017-01-27 18:03:37",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"105","3","2017-01-27 17:44:14","2017-01-27 18:03:36",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"106","2","2017-01-27 18:15:33","2017-01-27 18:37:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"107","3","2017-01-27 18:37:01","2017-01-27 18:49:05",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"To try autonomous vehicle",
"108","0","2017-01-27 18:37:01","2017-01-27 18:49:06",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"109","3","2017-01-27 18:57:44","2017-01-27 19:06:42",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"110","2","2017-01-27 18:57:45","2017-01-27 19:06:41",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"111","3","2017-01-18 19:59:57","2017-01-18 20:02:59",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"112","2","2017-01-18 20:04:43","2017-01-18 20:04:46",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"113","3","2017-01-18 20:04:43","2017-01-18 20:04:44",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"114","0","2017-01-18 21:07:12","2017-01-18 21:11:15",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"115","2","2017-01-18 21:07:13","2017-01-18 21:11:14",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"116","3","2017-01-18 21:07:13","2017-01-18 21:11:14",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"To assist with a disability",
"117","2","2017-01-18 21:16:38","2017-01-18 21:20:23",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"To avoid weather",
"118","1","2017-01-18 21:24:22","2017-01-18 21:27:25",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"119","3","2017-01-18 22:09:25","2017-01-18 22:35:32",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,,"great ride [relaxed][grinning][grin][joy][smiley][smile][sweat_smile][kissing_heart][heart_eyes][kiss]"
"120","2","2017-01-18 22:14:54","2017-01-18 22:38:10",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"To help carry items",
"121","0","2017-02-03 19:38:50","2017-02-03 19:42:43",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"122","0","2017-02-03 20:09:07","2017-02-03 20:10:11",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"123","2","2017-02-03 20:09:08","2017-02-03 20:10:10",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"124","0","2017-02-03 21:04:00",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"125","3","2017-02-03 21:04:01","2017-02-03 21:04:10",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"126","2","2017-02-03 21:04:07",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"127","3","2017-02-03 21:04:14",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"128","0","2017-02-03 21:08:40","2017-02-03 21:08:44",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"129","3","2017-02-05 19:10:38","2017-02-05 19:14:08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"130","0","2017-02-05 19:55:30","2017-02-05 19:55:32",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"131","3","2016-12-06 23:33:22","2016-12-06 23:35:37","37.35","-121.94","37.3496","-121.941",NULL,NULL,NULL,NULL,NULL,NULL
"132","2","2016-12-06 23:41:33","2016-12-06 23:41:36","37.3492","-121.941","37.3492","-121.941",NULL,NULL,NULL,NULL,NULL,NULL
"133","3","2016-12-06 23:41:35","2016-12-06 23:45:08","37.3492","-121.941","37.3499","-121.938",NULL,NULL,NULL,NULL,NULL,NULL
"134","0","2016-12-06 23:41:36","2016-12-06 23:45:07","37.3492","-121.941","37.3499","-121.938",NULL,NULL,NULL,NULL,NULL,NULL
"135","3","2016-12-07 16:34:40","2016-12-07 16:40:03","37.3497","-121.941","37.351","-121.938","0",NULL,NULL,NULL,,
"136","1","2016-12-07 18:47:19","2016-12-07 19:05:05","37.3502","-121.939","37.3502","-121.939",NULL,NULL,NULL,NULL,NULL,NULL
"137","0","2016-12-07 18:47:54","2016-12-07 19:01:44","37.3502","-121.939","37.35","-121.938",NULL,NULL,NULL,NULL,NULL,NULL
"138","3","2016-12-07 19:07:01","2016-12-07 19:12:03","37.3502","-121.939","37.3484","-121.941","5",NULL,NULL,NULL,"To try autonomous vehicle","Very smooth! Very informative! Nothing to suggest."
"139","2","2016-12-07 19:07:03","2016-12-07 19:12:02","37.3502","-121.939","37.3484","-121.941","0",NULL,NULL,NULL,,
"140","0","2016-12-07 22:12:19","2016-12-07 22:16:05","37.3502","-121.939","37.3494","-121.941","0",NULL,NULL,NULL,,
"151","2","2016-12-05 23:48:14","2016-12-06 00:07:48",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"152","0","2016-12-06 20:12:32","2016-12-06 20:25:47","37.3497","-121.94","37.3489","-121.941","5",NULL,NULL,NULL,"To try autonomous vehicle",
"153","2","2016-12-06 20:12:33","2016-12-06 20:15:47","37.3497","-121.94","37.3499","-121.938",NULL,NULL,NULL,NULL,NULL,NULL
"154","3","2016-12-06 20:12:33","2016-12-06 20:25:48","37.3497","-121.94","37.349","-121.941","0",NULL,NULL,NULL,,
"155","0","2016-12-06 21:23:07","2016-12-06 21:25:28","37.3496","-121.941","37.3483","-121.941","0",NULL,NULL,NULL,,
"156","3","2016-12-06 23:10:03","2016-12-06 23:11:07","37.3498","-121.94","37.3496","-121.941",NULL,NULL,NULL,NULL,NULL,NULL
"157","0","2016-12-06 21:39:33","2016-12-06 22:09:37","37.3498","-121.94","37.3496","-121.941","0",NULL,NULL,NULL,,
"158","2","2016-12-06 23:10:04","2016-12-06 23:11:07","37.3498","-121.94","37.3496","-121.941",NULL,NULL,NULL,NULL,NULL,NULL
"159","0","2016-12-06 23:33:20","2016-12-06 23:35:36","37.35","-121.94","37.3496","-121.941",NULL,NULL,NULL,NULL,NULL,NULL
"160","2","2016-12-06 23:33:21","2016-12-06 23:35:37","37.35","-121.94","37.3496","-121.941",NULL,NULL,NULL,NULL,NULL,NULL
"161","3","2017-01-09 21:40:21","2017-01-09 21:45:38",NULL,NULL,"37.3501","-121.939",NULL,NULL,NULL,NULL,NULL,NULL
"162","0","2017-01-09 22:05:33","2017-01-09 22:05:37",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"163","2","2017-01-09 22:19:42","2017-01-09 22:31:04",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
